trip_string,counts
Tribeca-Jamaica Estates,694
Murray Hill-Marine Park,694
Kips Bay-Whitestone,694
Upper East Side-City Island,694
Riverdale-Riverdale,694
Gramercy-Melrose,694
Corona-Rego Park,693
Red Hook-West Village,693
Borough Park-Bensonhurst,692
Inwood-West Village,692
Woodside-Fort Greene,692
South Slope-Flatiron District,692
Jackson Heights-Lower East Side,691
SoHo-Jamaica Estates,691
Gramercy-Morris Heights,691
trip_string,counts
Nolita-Roosevelt Island,690
Financial District-Norwood,690
Williamsbridge-Williamsbridge,690
Flatiron District-Spuyten Duyvil,690
Flatiron District-Ozone Park,690
Prospect Heights-Borough Park,690
East New York-Crown Heights,689
Clinton Hill-Navy Yard,689
Mott Haven-East Village,689
Kips Bay-Fresh Meadows,689
Prospect-Lefferts Gardens-Brooklyn Heights,688
East New York-Cypress Hills,688
Longwood-Morrisania,688
East Harlem-Bay Ridge,688
Carroll Gardens-East Elmhurst,687
South Ozone Park-Richmond Hill,687
East Village-Tremont,686
Flushing-Hell's Kitchen,686
Long Island City-Windsor Terrace,686
Greenwich Village-Allerton,686
Little Italy-Forest Hills,686
Morningside Heights-Roosevelt Island,685
Flatiron District-Highbridge,685
Chelsea-Baychester,685
Gramercy-North Riverdale,685
Financial District-Queens Village,684
Gramercy-Throgs Neck,684
Marine Park-Marine Park,684
Jamaica-Jamaica Hills,684
Boerum Hill-Sheepshead Bay,684
Fort Greene-Flushing,682
Prospect-Lefferts Gardens-Hell's Kitchen,682
Astoria-DUMBO,681
Highbridge-Washington Heights,681
South Slope-East Flatbush,680
South Slope-Columbia St,679
LaGuardia Airport-Rockaway Park,679
Kensington-Carroll Gardens,679
Randall's Island-Morningside Heights,679
Mott Haven-Central Park,679
Mott Haven-Claremont Village,679
Flushing-Ditmars Steinway,679
Two Bridges-Little Italy,678
Stuyvesant Town-Concourse Village,678
John F. Kennedy International Airport-Emerson Hill,678
Astoria-Prospect Heights,678
Prospect Park-Bushwick,678
Battery Park City-Ridgewood,677
Tribeca-Norwood,677
Morningside Heights-South Slope,676
Red Hook-Columbia St,676
Little Italy-Vinegar Hill,676
Prospect Park-Kensington,675
East Elmhurst-Stuyvesant Town,675
Sunnyside-Carroll Gardens,674
Astoria-Cypress Hills,674
Chelsea-Holliswood,674
Jackson Heights-Financial District,674
Boerum Hill-Ditmars Steinway,672
Harlem-DUMBO,672
East Harlem-Marble Hill,672
Inwood-University Heights,671
Central Park-Highbridge,671
Kensington-Upper West Side,671
Sunnyside-Briarwood,670
Kensington-East Village,670
Flatiron District-Navy Yard,670
Concourse Village-Fordham,669
Upper East Side-Holliswood,669
Elmhurst-Briarwood,669
DUMBO-Two Bridges,668
East Village-Bronx Park,668
Two Bridges-Bushwick,668
South Slope-Long Island City,667
Jamaica-Flushing,667
Greenpoint-Navy Yard,666
Concourse-Downtown Brooklyn,665
Flushing-Upper West Side,665
Murray Hill-Pelham Bay,665
Crown Heights-East Harlem,665
Melrose-Concourse Village,664
Lower East Side-Woodlawn,664
Flushing-Fresh Meadows,664
Kew Gardens-Rego Park,664
Borough Park-Midwood,663
East New York-East Flatbush,663
Ridgewood-Greenpoint,661
Flatbush-Brownsville,661
Bedford-Stuyvesant-Navy Yard,661
Concourse-LaGuardia Airport,661
Two Bridges-Boerum Hill,660
Chelsea-Concord,660
Lower East Side-Melrose,660
Inwood-East Village,660
Mott Haven-Soundview,660
West Village-Bronxdale,660
Central Park-Kensington,659
East New York-Canarsie,658
East Village-Schuylerville,657
Nolita-Midwood,657
Mott Haven-Kingsbridge,656
Canarsie-East Flatbush,656
East Elmhurst-Boerum Hill,656
Clinton Hill-Columbia St,656
Two Bridges-Park Slope,656
Maspeth-West Village,656
Red Hook-Greenpoint,654
East Village-Green-Wood Cemetery,654
Williamsburg-Concourse,654
Little Italy-Woodside,653
Richmond Hill-Ozone Park,653
Mott Haven-Astoria,653
Financial District-Mill Basin,652
Battery Park City-Middle Village,652
Vinegar Hill-Crown Heights,652
Williamsburg-Flushing Meadows Corona Park,651
Civic Center-Gravesend,651
Hell's Kitchen-Bellerose,651
Gramercy-Cypress Hills,651
Greenwich Village-Mount Hope,651
East Elmhurst-Sunset Park,651
Gramercy-University Heights,650
Carroll Gardens-Gravesend,650
Jackson Heights-Richmond Hill,650
Elmhurst-South Ozone Park,649
Washington Heights-NoHo,649
Highbridge-Concourse,649
Sunnyside-Inwood,649
East Village-Co-op City,649
Harlem-Prospect-Lefferts Gardens,648
Williamsburg-South Ozone Park,648
Van Cortlandt Park-Van Cortlandt Park,648
Lower East Side-Allerton,648
Prospect-Lefferts Gardens-LaGuardia Airport,647
Gramercy-Belmont,647
East Village-Queens Village,647
Port Morris-Washington Heights,647
Stuyvesant Town-Rego Park,646
Tribeca-Fresh Meadows,645
Sunset Park-East Flatbush,645
Kensington-Bedford-Stuyvesant,644
Greenwich Village-Unionport,644
Sunnyside-Ozone Park,644
trip_string,counts
Washington Heights-Elmhurst,643
Prospect Park-Greenpoint,643
Little Italy-East Elmhurst,643
Kips Bay-Fieldston,643
Inwood-Riverdale,642
Nolita-Corona,642
Nolita-Mott Haven,642
Bedford-Stuyvesant-Jackson Heights,642
Financial District-Coney Island,641
Columbia St-Prospect Heights,641
Concourse Village-Washington Heights,641
Lower East Side-Throgs Neck,641
Battery Park City-Concourse,641
Flushing-Rego Park,641
Lower East Side-Mount Hope,640
Tribeca-Springfield Gardens,640
Stuyvesant Town-Flatlands,640
DUMBO-Kensington,640
Gramercy-Unionport,639
Forest Hills-Forest Park,639
Mott Haven-Morrisania,639
Vinegar Hill-Brooklyn Heights,639
Columbia St-Sunset Park,638
Astoria-Fresh Meadows,638
East Harlem-East New York,638
Theater District-Hollis,638
Morris Park-Morris Park,636
Midtown-Rossville,636
Financial District-Highbridge,636
Morningside Heights-University Heights,636
Sunset Park-Bensonhurst,636
Kips Bay-Howard Beach,635
Williamsburg-Kew Gardens Hills,635
Greenwich Village-Port Morris,635
Randall's Island-Hell's Kitchen,634
Midtown-Belle Harbor,634
East Harlem-Prospect-Lefferts Gardens,634
Sunnyside-College Point,633
DUMBO-Sunnyside,633
Kips Bay-College Point,633
West Village-Wakefield,633
Morningside Heights-DUMBO,632
Red Hook-John F. Kennedy International Airport,632
East Elmhurst-Roosevelt Island,632
Flatiron District-Woodhaven,632
Briarwood-Murray Hill,631
Sunset Park-Sheepshead Bay,631
Morrisania-Melrose,631
Morningside Heights-Flatbush,630
Red Hook-SoHo,630
Nolita-Middle Village,630
Greenwich Village-Throgs Neck,630
Financial District-Bull's Head,630
Gramercy-Mount Eden,630
Woodhaven-Rego Park,630
NoHo-Bensonhurst,629
Carroll Gardens-Navy Yard,629
Sunnyside-Prospect Heights,629
Kensington-John F. Kennedy International Airport,628
Greenwich Village-University Heights,627
Kensington-Gowanus,626
Forest Hills-Battery Park City,626
Flushing Meadows Corona Park-Jackson Heights,625
Prospect Heights-Central Park,625
Bay Ridge-Borough Park,624
Clason Point-Clason Point,624
Flushing Meadows Corona Park-Harlem,623
Flatbush-Financial District,623
LaGuardia Airport-Belle Harbor,623
Flatiron District-Flushing Meadows Corona Park,623
Greenwich Village-Claremont Village,623
Bedford-Stuyvesant-Battery Park City,622
Central Park-Borough Park,622
Midwood-Midtown,620
Theater District-Van Cortlandt Park,619
East Elmhurst-Bayside,619
Ditmars Steinway-Ridgewood,619
Harlem-Van Nest,618
Bedford-Stuyvesant-Borough Park,618
Clinton Hill-Brownsville,618
DUMBO-Ditmars Steinway,618
Roosevelt Island-Central Park,618
Flushing Meadows Corona Park-Kips Bay,618
Prospect Heights-Sheepshead Bay,618
Ditmars Steinway-Inwood,617
Financial District-Unionport,617
Middle Village-Elmhurst,617
Prospect-Lefferts Gardens-SoHo,617
Sunnyside-Gowanus,617
South Ozone Park-Washington Heights,617
Gramercy-Fieldston,617
Ditmars Steinway-Kingsbridge,616
SoHo-Port Morris,616
South Slope-DUMBO,616
Chelsea-Little Neck,616
LaGuardia Airport-Bayswater,615
Midtown-St. George,615
Prospect Heights-Woodside,614
Crown Heights-Borough Park,614
Murray Hill-Queens Village,614
East Elmhurst-Civic Center,614
Flatbush-Harlem,613
Sunnyside-Prospect-Lefferts Gardens,612
Red Hook-Upper East Side,612
South Ozone Park-Flatiron District,611
Midtown-Dongan Hills,611
Springfield Gardens-Jamaica,610
Morningside Heights-Prospect Heights,609
Central Park-Port Morris,609
Harlem-Flushing Meadows Corona Park,608
Tribeca-Fieldston,608
Bedford-Stuyvesant-Midwood,607
Williamsburg-Bath Beach,607
Ozone Park-Midtown,607
West Village-College Point,607
Long Island City-Fresh Meadows,606
Prospect Heights-Washington Heights,606
Stuyvesant Town-Windsor Terrace,606
Park Slope-Navy Yard,606
Stuyvesant Town-Ridgewood,606
Little Italy-Ridgewood,605
Theater District-Olinville,605
Morningside Heights-Marble Hill,605
Woodside-Park Slope,604
Forest Hills-Ridgewood,604
Concourse Village-Longwood,604
Rego Park-Kew Gardens Hills,604
Financial District-Morris Heights,604
Red Hook-Tribeca,604
Morris Heights-Harlem,603
Longwood-Upper East Side,603
Flatlands-Flatbush,603
East Elmhurst-South Ozone Park,602
Harlem-Rego Park,602
Kingsbridge-Norwood,602
Ditmars Steinway-Crown Heights,602
Hell's Kitchen-Douglaston,602
Stuyvesant Town-East Flatbush,601
Maspeth-Ditmars Steinway,601
Civic Center-Dyker Heights,601
NoHo-Dyker Heights,600
Kips Bay-Jamaica Hills,600
Lower East Side-Mount Eden,600
John F. Kennedy International Airport-Dongan Hills,600
Sunset Park-Murray Hill,599
Kensington-Prospect-Lefferts Gardens,599
Downtown Brooklyn-Cypress Hills,598
Theater District-Rosedale,598
East Elmhurst-Gowanus,598
LaGuardia Airport-Manhattan Beach,598
Midtown-Eastchester,597
Stuyvesant Town-Kensington,596
East Elmhurst-Kew Gardens,596
Forest Hills-Lower East Side,596
Central Park-Jamaica,595
Melrose-Longwood,594
Corona-John F. Kennedy International Airport,594
Mott Haven-Theater District,594
Central Park-Prospect-Lefferts Gardens,594
Greenwich Village-Bronxdale,594
Sunset Park-Battery Park City,594
Financial District-Springfield Gardens,594
Downtown Brooklyn-Brighton Beach,593
East Village-Clason Point,593
East Elmhurst-Carroll Gardens,593
Morningside Heights-Mount Hope,592
Williamsburg-Longwood,592
Tribeca-Marine Park,592
Rego Park-Glendale,592
Kips Bay-Pelham Bay,591
Sunset Park-Dyker Heights,591
Bushwick-Cobble Hill,591
LaGuardia Airport-Van Cortlandt Park,591
Kew Gardens-Upper East Side,590
Washington Heights-Port Morris,590
Astoria-Parkchester,590
Hell's Kitchen-Baychester,590
trip_string,counts
Murray Hill-Co-op City,589
Morningside Heights-Belmont,589
South Slope-Theater District,589
John F. Kennedy International Airport-Tompkinsville,589
Columbia St-SoHo,589
Fort Greene-Jamaica,588
Prospect-Lefferts Gardens-Kensington,588
Prospect-Lefferts Gardens-Flatlands,588
Financial District-Throgs Neck,588
Rikers Island-Rikers Island,587
Midtown-Far Rockaway,587
East Village-Westchester Square,587
Rego Park-Ridgewood,586
Boerum Hill-Washington Heights,586
Park Slope-Two Bridges,584
Lower East Side-Howard Beach,584
Greenpoint-East Flatbush,583
Jamaica-Springfield Gardens,583
Randall's Island-Washington Heights,583
Gowanus-Gravesend,583
Harlem-South Slope,583
Brooklyn Heights-Forest Hills,582
Randall's Island-Theater District,582
Long Island City-Prospect Park,582
East Elmhurst-Kew Gardens Hills,581
Jackson Heights-Middle Village,581
Tribeca-Randall's Island,581
Greenwich Village-Marine Park,581
Sunnyside-South Ozone Park,581
Cobble Hill-Borough Park,580
Kensington-Battery Park City,580
Concourse-Morningside Heights,580
Gowanus-Harlem,580
Kew Gardens-South Ozone Park,579
East Elmhurst-Whitestone,579
Long Island City-Queens Village,579
Mott Haven-Parkchester,578
Crown Heights-Bay Ridge,578
John F. Kennedy International Airport-South Beach,577
Clinton Hill-Battery Park City,577
Cobble Hill-Jackson Heights,577
Bedford-Stuyvesant-Stuyvesant Town,577
Carroll Gardens-Bensonhurst,577
Rego Park-Greenpoint,577
Lower East Side-Fieldston,576
Flatiron District-Morris Heights,575
Hell's Kitchen-Olinville,575
Long Island City-Columbia St,574
Gowanus-Midwood,574
Ditmars Steinway-Concourse Village,574
Washington Heights-Bedford-Stuyvesant,574
Green-Wood Cemetery-Green-Wood Cemetery,573
Upper West Side-Edenwald,573
Washington Heights-Woodside,573
Kips Bay-North Riverdale,573
Prospect-Lefferts Gardens-Carroll Gardens,572
West Village-Pelham Bay,571
John F. Kennedy International Airport-Alley Pond Park,571
Park Slope-East Elmhurst,571
Central Park-Sheepshead Bay,571
Murray Hill-Jamaica Hills,570
Crown Heights-Flatiron District,570
Boerum Hill-Gravesend,570
Tribeca-Highbridge,570
Upper West Side-Olinville,569
Brooklyn Heights-Bensonhurst,569
Bedford-Stuyvesant-Washington Heights,569
Forest Hills-Greenpoint,568
Forest Hills-Tribeca,568
Hell's Kitchen-Forest Park,568
Maspeth-Lower East Side,568
Flushing Meadows Corona Park-Lower East Side,568
Concourse-Theater District,567
Flushing Meadows Corona Park-Gramercy,567
Financial District-Castleton Corners,566
Rego Park-Ditmars Steinway,566
Fordham-Belmont,566
Sunnyside-Two Bridges,565
Woodside-NoHo,565
Midtown-West Brighton,565
Murray Hill-Schuylerville,565
Morningside Heights-Sunset Park,564
Astoria-Kensington,564
Harlem-Throgs Neck,564
Elmhurst-College Point,564
Lower East Side-College Point,563
Flatbush-West Village,563
Kensington-Tribeca,563
Battery Park City-Navy Yard,563
Longwood-Soundview,563
Long Island City-Sheepshead Bay,562
Jackson Heights-Flushing Meadows Corona Park,562
Midtown-New Springville,562
Murray Hill-Douglaston,561
Red Hook-Clinton Hill,561
Kingsbridge-Riverdale,561
Rego Park-East Harlem,561
Flatbush-Brooklyn Heights,561
Bay Ridge-Park Slope,561
East Village-Van Nest,560
East Harlem-North Riverdale,560
Little Italy-Prospect Park,560
Woodside-Richmond Hill,560
East Elmhurst-Flatbush,559
Kew Gardens-LaGuardia Airport,559
South Ozone Park-Morningside Heights,558
John F. Kennedy International Airport-Van Cortlandt Park,558
Columbia St-DUMBO,558
West Village-East Morrisania,558
Flushing Meadows Corona Park-East Harlem,558
Murray Hill-Bay Terrace,558
Central Park-Windsor Terrace,557
Flatiron District-Randall's Island,557
Chinatown-Richmond Hill,557
Flatiron District-Mount Hope,557
Roosevelt Island-Harlem,556
Little Italy-Red Hook,556
Kips Bay-Wakefield,556
Little Italy-Windsor Terrace,556
Battery Park City-Richmond Hill,556
Kensington-Gravesend,556
Ditmars Steinway-Jamaica,555
Kensington-LaGuardia Airport,555
Kips Bay-Bronxdale,555
Gramercy-Whitestone,555
Midtown-Gerritsen Beach,554
Red Hook-Lower East Side,554
East Village-Williamsbridge,554
Fort Hamilton-Sunset Park,553
Corona-Murray Hill,553
Murray Hill-Navy Yard,553
Long Island City-Navy Yard,553
Springfield Gardens-Theater District,553
East Village-Marble Hill,552
Crown Heights-Sunnyside,552
Parkchester-Van Nest,552
Maspeth-Glendale,551
SoHo-Soundview,551
Sunnyside-Bayside,551
Sunnyside-Flushing Meadows Corona Park,551
Flatiron District-Belmont,551
Flatiron District-Allerton,549
Flatiron District-Morris Park,549
Long Island City-Parkchester,548
John F. Kennedy International Airport-Mariners Harbor,548
Bedford-Stuyvesant-Woodside,548
East Elmhurst-Middle Village,548
Chinatown-Brighton Beach,547
South Slope-Midwood,547
Upper West Side-St. Albans,547
Elmhurst-Kew Gardens Hills,547
Mott Haven-Morris Heights,547
Hell's Kitchen-Rosedale,547
Central Park-Richmond Hill,546
Bushwick-Kensington,546
Vinegar Hill-Greenpoint,546
Columbia St-Tribeca,546
Soundview-Parkchester,546
Flushing Meadows Corona Park-Central Park,546
Financial District-Melrose,545
Elmhurst-Greenwich Village,545
Financial District-Woodlawn,544
East Harlem-Midwood,544
Upper West Side-Jamaica Hills,544
Ditmars Steinway-Park Slope,544
Elmhurst-Central Park,544
trip_string,counts
Red Hook-Prospect Heights,543
East Village-West Farms,543
Upper West Side-Howard Beach,543
Two Bridges-Long Island City,543
Fieldston-Fieldston,543
Theater District-Country Club,543
Little Italy-Kensington,542
Murray Hill-Bronxdale,542
Downtown Brooklyn-Jamaica,542
Jamaica Hills-Briarwood,542
Flatiron District-Port Morris,541
Prospect Heights-Flatlands,541
North Riverdale-North Riverdale,541
Bergen Beach-Bergen Beach,541
Boerum Hill-Woodside,541
Two Bridges-Clinton Hill,541
Sunnyside-Kew Gardens Hills,540
Stuyvesant Town-Longwood,540
Harlem-Cobble Hill,539
Flushing-Murray Hill,539
Windsor Terrace-Midtown,539
Gramercy-Mount Hope,539
Kensington-Civic Center,538
Nolita-Bensonhurst,538
Canarsie-East New York,537
Greenpoint-Two Bridges,537
Boerum Hill-Two Bridges,537
Prospect Heights-Navy Yard,537
Harlem-Van Cortlandt Park,536
Stuyvesant Town-Columbia St,536
Theater District-Navy Yard,536
Fort Hamilton-Bath Beach,535
Bay Ridge-Williamsburg,535
East Village-Bay Terrace,535
Sunset Park-Gravesend,535
Carroll Gardens-Sheepshead Bay,534
East Flatbush-Midtown,533
Park Slope-Green-Wood Cemetery,533
Concourse-Morris Heights,533
East Elmhurst-DUMBO,533
Flushing Meadows Corona Park-Forest Hills,533
Vinegar Hill-Park Slope,533
East Village-Pelham Gardens,533
Elmhurst-Bedford-Stuyvesant,533
Astoria-Prospect-Lefferts Gardens,533
South Ozone Park-Long Island City,533
Flushing Meadows Corona Park-Greenwich Village,533
Chelsea-Hollis Hills,533
Downtown Brooklyn-Inwood,533
Port Morris-Longwood,532
Prospect Park-Lower East Side,532
Chinatown-Longwood,531
Flatiron District-Canarsie,531
East Harlem-Kensington,530
Parkchester-Soundview,530
Washington Heights-Tremont,530
Sunset Park-Midwood,530
Boerum Hill-Elmhurst,530
Sunset Park-Theater District,529
Murray Hill-Westchester Square,529
Prospect Heights-Canarsie,529
Chelsea-Manhattan Beach,529
Boerum Hill-Bensonhurst,528
Brooklyn Heights-Flatlands,528
Chinatown-Kingsbridge,528
Sunset Park-Astoria,527
Central Park-Red Hook,527
Woodside-Roosevelt Island,526
LaGuardia Airport-Gerritsen Beach,526
Morningside Heights-Morrisania,526
Ditmars Steinway-Flushing Meadows Corona Park,526
Bedford-Stuyvesant-Civic Center,526
Vinegar Hill-SoHo,525
Long Island City-Jamaica Hills,525
Riverdale-Kingsbridge,525
Bedford-Stuyvesant-Columbia St,525
Concourse-Melrose,525
Murray Hill-Mount Hope,525
Upper East Side-Eastchester,525
Middle Village-Forest Hills,525
Chinatown-Cypress Hills,524
Long Island City-Hunts Point,524
Brooklyn Heights-Gravesend,524
Flushing Meadows Corona Park-Long Island City,523
Mott Haven-Inwood,523
Morrisania-Harlem,522
Harlem-East New York,522
Clinton Hill-Bay Ridge,522
Prospect Heights-East Elmhurst,522
Randall's Island-Astoria,522
Vinegar Hill-West Village,521
Forest Hills-East Harlem,521
Columbia St-West Village,521
Kips Bay-East Morrisania,521
Murray Hill-Brownsville,521
John F. Kennedy International Airport-Grymes Hill,521
Hell's Kitchen-Mill Basin,520
SoHo-Highbridge,520
Stuyvesant Town-Borough Park,520
Little Italy-Inwood,520
Fort Greene-Gravesend,520
Chelsea-West Brighton,519
Harlem-Westchester Square,519
Financial District-Port Morris,519
Flatbush-Boerum Hill,519
Battery Park City-Mott Haven,518
Stuyvesant Town-Kingsbridge,518
Fordham-Norwood,518
Port Morris-East Village,518
Stuyvesant Town-Middle Village,517
Chelsea-Castleton Corners,517
Two Bridges-Central Park,517
